S1	E1	S2	E2	LEN1	LEN2	%IDY	TAGS	
9707154	9710342	10025854	10029132	3189	3279	95.80	chr01	chr01
9710339	9725471	10029887	10045057	15133	15171	98.33	chr01	chr01
9725612	9728381	10045057	10047837	2770	2781	97.81	chr01	chr01
9728383	9733829	10048113	10053618	5447	5506	97.60	chr01	chr01
9733660	9734518	10053616	10054474	859	859	99.65	chr01	chr01
9734518	9736492	10054588	10056510	1975	1923	95.67	chr01	chr01
9736500	9741931	10056719	10062235	5432	5517	97.07	chr01	chr01
9741932	9782537	10062340	10102968	40606	40629	98.38	chr01	chr01
9795132	9807018	10102963	10114839	11887	11877	97.50	chr01	chr01
9809284	9809528	23008412	23008168	245	245	93.88	chr01	chr01
9812163	9813047	10114835	10115718	885	884	99.55	chr01	chr01
9813041	9820353	10115753	10123076	7313	7324	98.46	chr01	chr01
9820643	9832070	10123077	10134544	11428	11468	98.38	chr01	chr01
9832917	9844375	10134543	10145979	11459	11437	98.58	chr01	chr01
9848282	9856783	10145971	10154536	8502	8566	98.67	chr01	chr01
9856784	9864576	10155035	10162827	7793	7793	99.45	chr01	chr01
9864903	9880091	10162827	10178108	15189	15282	97.35	chr01	chr01
9880090	9898821	10178262	10197077	18732	18816	98.37	chr01	chr01
9898817	9923980	10197323	10222563	25164	25241	98.42	chr01	chr01
9926786	9933788	10222559	10229604	7003	7046	97.03	chr01	chr01
9933790	9944869	10229731	10240792	11080	11062	98.79	chr01	chr01
9944859	9961190	10240536	10256809	16332	16274	97.75	chr01	chr01
9961185	9961611	10269846	10270272	427	427	99.30	chr01	chr01
9961789	9967493	10270308	10276016	5705	5709	99.46	chr01	chr01
9967489	9989565	10276287	10298275	22077	21989	98.67	chr01	chr01
9989559	9997324	10310767	10318579	7766	7813	97.92	chr01	chr01
9997587	10004039	10318576	10324971	6453	6396	98.34	chr01	chr01
10004532	10005492	10324963	10325915	961	953	98.65	chr01	chr01
10005491	10006378	10325770	10326658	888	889	99.21	chr01	chr01
10006372	10020646	10328633	10342823	14275	14191	98.25	chr01	chr01
10021112	10023693	10342964	10345621	2582	2658	96.65	chr01	chr01
10023906	10026657	10345618	10348387	2752	2770	98.63	chr01	chr01
10026657	10028411	10349362	10351121	1755	1760	98.41	chr01	chr01
10028406	10033779	10357543	10362914	5374	5372	97.44	chr01	chr01
10033775	10034144	10366060	10366428	370	369	98.92	chr01	chr01
10035925	10079184	10368979	10412204	43260	43226	97.24	chr01	chr01
10079185	10096731	10412327	10429903	17547	17577	98.29	chr01	chr01
10101616	10102120	2624213	2623711	505	503	87.91	chr01	chr01
10101984	10102540	22457394	22457936	557	543	86.24	chr01	chr01
10102735	10105655	37875375	37872428	2921	2948	94.05	chr01	chr01
10102735	10105655	37885572	37882628	2921	2945	94.12	chr01	chr01
10123543	10129280	10429906	10435773	5738	5868	95.98	chr01	chr01
10142638	10153274	10435768	10446433	10637	10666	98.31	chr01	chr01
10153272	10154490	10446733	10447956	1219	1224	98.12	chr01	chr01
10155490	10158669	10447957	10451116	3180	3160	97.93	chr01	chr01
10158667	10160183	10451338	10452844	1517	1507	97.57	chr01	chr01
10160177	10160828	10453028	10453690	652	663	97.89	chr01	chr01
10160828	10161152	4556552	4556257	325	296	85.28	chr01	chr01
10162758	10163442	15790122	15789441	685	682	95.77	chr01	chr01
10170385	10173272	15511885	15514771	2888	2887	98.72	chr01	chr01
10173248	10173680	16194378	16193944	433	435	98.85	chr01	chr01
10173613	10173885	4552337	4552066	273	272	97.44	chr01	chr01
10178791	10183014	20182732	20186947	4224	4216	97.19	chr01	chr01
10183013	10189522	10453686	10460122	6510	6437	95.75	chr01	chr01
10189134	10189649	16294616	16294118	516	499	88.48	chr01	chr01
10189640	10192544	10460122	10463064	2905	2943	97.08	chr01	chr01
10192540	10196881	10466229	10470609	4342	4381	97.04	chr01	chr01
10196880	10207800	10470845	10481723	10921	10879	98.48	chr01	chr01
10208639	10219627	10481670	10492675	10989	11006	98.40	chr01	chr01
10219628	10224827	9095175	9089974	5200	5202	98.79	chr01	chr01
10224828	10232438	10492671	10500262	7611	7592	98.38	chr01	chr01
10232438	10259360	10501237	10528128	26923	26892	97.97	chr01	chr01
10259358	10264121	10539550	10544344	4764	4795	97.73	chr01	chr01
10264035	10264913	10544103	10544958	879	856	91.59	chr01	chr01
10266259	10273605	31874725	31882031	7347	7307	96.77	chr01	chr01
10273610	10290369	10544952	10561618	16760	16667	98.78	chr01	chr01
10290367	10294514	10561817	10565923	4148	4107	97.55	chr01	chr01
10294437	10318029	10565885	10589513	23593	23629	98.18	chr01	chr01
10318041	10320569	10589487	10592006	2529	2520	97.12	chr01	chr01
10320513	10320964	24085468	24085921	452	454	98.68	chr01	chr01
10326016	10335343	10592052	10601347	9328	9296	98.94	chr01	chr01
10335483	10336143	19856476	19855818	661	659	95.78	chr01	chr01
10336666	10345447	10601373	10610077	8782	8705	97.07	chr01	chr01
10352635	10357094	22859883	22864332	4460	4450	96.24	chr01	chr01
10357094	10408251	10610073	10661197	51158	51125	97.95	chr01	chr01
10408241	10409231	10667979	10668973	991	995	97.29	chr01	chr01
10409222	10414992	10677012	10682747	5771	5736	97.75	chr01	chr01
10416176	10417832	10682741	10684338	1657	1598	91.98	chr01	chr01
10417827	10421234	10707291	10710720	3408	3430	96.60	chr01	chr01
10421175	10424626	10710898	10714356	3452	3459	97.61	chr01	chr01
10424625	10430681	10714393	10720422	6057	6030	98.27	chr01	chr01
10430674	10434851	20135625	20139801	4178	4177	99.33	chr01	chr01
10435407	10440404	20140521	20145578	4998	5058	97.71	chr01	chr01
10440401	10463643	10720415	10743589	23243	23175	96.52	chr01	chr01
10463640	10465689	10744855	10746905	2050	2051	99.07	chr01	chr01
10465460	10475064	10746950	10756561	9605	9612	98.29	chr01	chr01
10475172	10487863	10756562	10769343	12692	12782	98.12	chr01	chr01
10487864	10488167	30024608	30024316	304	293	95.07	chr01	chr01
10488168	10488975	10769336	10770142	808	807	98.39	chr01	chr01
10488975	10489420	10770249	10770694	446	446	99.78	chr01	chr01
10493037	10493267	20321446	20321216	231	231	92.64	chr01	chr01
10494694	10505553	10770694	10781527	10860	10834	99.23	chr01	chr01
10505546	10506026	10785326	10785806	481	481	98.34	chr01	chr01
10506026	10523243	10785956	10803167	17218	17212	99.30	chr01	chr01
10523495	10533297	10803316	10813173	9803	9858	97.38	chr01	chr01
10533276	10533368	14709901	14709809	93	93	100.00	chr01	chr01
10533401	10540351	10813175	10820114	6951	6940	98.02	chr01	chr01
10540350	10562927	10821441	10843998	22578	22558	97.72	chr01	chr01
10562927	10563963	10844090	10845127	1037	1038	98.55	chr01	chr01
10564091	10569118	10845143	10850228	5028	5086	97.45	chr01	chr01
10569114	10580171	10858101	10869234	11058	11134	97.36	chr01	chr01
10580109	10589606	10869233	10878698	9498	9466	98.35	chr01	chr01
10589526	10590159	10878701	10879357	634	657	95.59	chr01	chr01
10590145	10590315	7628139	7627969	171	171	100.00	chr01	chr01
10590291	10598130	10879336	10887187	7840	7852	96.91	chr01	chr01
10598233	10614512	10901870	10918163	16280	16294	97.35	chr01	chr01
10614512	10623461	10918301	10927192	8950	8892	97.66	chr01	chr01
10623755	10647761	10927185	10951261	24007	24077	98.36	chr01	chr01
10647760	10657513	10952740	10962529	9754	9790	98.82	chr01	chr01
10657682	10667912	10962921	10973149	10231	10229	96.44	chr01	chr01
10668655	10669115	10977027	10977489	461	463	94.86	chr01	chr01
10669452	10670191	10977836	10978600	740	765	87.71	chr01	chr01
10670200	10671197	10980897	10981898	998	1002	94.92	chr01	chr01
10673698	10675371	10981666	10983308	1674	1643	94.11	chr01	chr01
10675387	10676193	22472033	22471227	807	807	89.39	chr01	chr01
10675412	10676214	34412040	34411257	803	784	86.12	chr01	chr01
10676441	10676724	10983302	10983583	284	282	93.06	chr01	chr01
10676865	10677717	10983583	10984404	853	822	90.29	chr01	chr01
10677719	10685296	20734670	20742260	7578	7591	98.10	chr01	chr01
10685288	10685500	10984392	10984598	213	207	91.12	chr01	chr01
10685506	10686271	10985606	10986350	766	745	89.75	chr01	chr01
10687042	10687231	10986340	10986529	190	190	95.26	chr01	chr01
10687997	10688180	15398847	15398666	184	182	89.78	chr01	chr01
10688197	10688828	10986528	10987157	632	630	89.64	chr01	chr01
10688931	10692324	10987429	10990812	3394	3384	91.21	chr01	chr01
10694536	10695007	10992008	10991524	472	485	81.16	chr01	chr01
10695185	10695952	10992022	10992799	768	778	92.43	chr01	chr01
10696139	10708164	10992816	11004838	12026	12023	98.17	chr01	chr01
10706927	10734931	11019394	11047342	28005	27949	97.99	chr01	chr01
10738379	10740083	14069165	14067470	1705	1696	94.56	chr01	chr01
10741734	10744261	11059824	11057335	2528	2490	96.05	chr01	chr01
10744412	10747631	11060186	11063396	3220	3211	96.79	chr01	chr01
10767670	10770823	2476843	2473694	3154	3150	95.07	chr01	chr01
10774390	10775179	11063414	11064248	790	835	92.69	chr01	chr01
10777159	10779955	19454019	19451223	2797	2797	95.68	chr01	chr01
10777945	10789643	11077612	11089261	11699	11650	97.76	chr01	chr01
10789640	10791087	11089501	11090977	1448	1477	97.50	chr01	chr01
10791079	10808651	11091843	11109244	17573	17402	98.43	chr01	chr01
10808619	10817123	11109292	11117851	8505	8560	97.82	chr01	chr01
10819989	10828821	11117847	11126706	8833	8860	97.98	chr01	chr01
10830352	10830455	16294061	16293958	104	104	100.00	chr01	chr01
10830337	10830454	22814383	22814500	118	118	96.64	chr01	chr01
10830632	10836051	11126704	11132132	5420	5429	98.99	chr01	chr01
10836043	10837850	11148234	11150044	1808	1811	98.24	chr01	chr01
10837852	10843242	11150140	11155526	5391	5387	99.57	chr01	chr01
10853395	10853700	23177871	23178179	306	309	94.84	chr01	chr01
10853396	10853917	1848258	1847733	522	526	89.55	chr01	chr01
10854125	10857373	11008487	11011715	3249	3229	93.50	chr01	chr01
10857373	10863288	11155520	11161432	5916	5913	98.87	chr01	chr01
10863536	10864554	11161429	11162447	1019	1019	99.02	chr01	chr01
10864549	10871315	11167086	11173898	6767	6813	98.27	chr01	chr01
10871480	10871693	11173910	11174125	214	216	97.69	chr01	chr01
10871689	10881750	11175126	11185264	10062	10139	96.33	chr01	chr01
10892676	10894489	3443212	3445020	1814	1809	95.55	chr01	chr01
10894486	10897927	25893359	25889922	3442	3438	93.10	chr01	chr01
10898285	10905745	11185259	11192736	7461	7478	97.47	chr01	chr01
10906008	10908473	11192733	11195209	2466	2477	98.63	chr01	chr01
10908461	10919752	11195296	11206547	11292	11252	97.86	chr01	chr01
10919746	10920170	11207805	11208232	425	428	98.60	chr01	chr01
10920169	10928458	11209311	11217583	8290	8273	97.99	chr01	chr01
10928459	10939541	11217796	11229029	11083	11234	96.46	chr01	chr01
10939446	10964552	11229723	11254927	25107	25205	98.35	chr01	chr01
10964548	10971595	11256252	11263308	7048	7057	99.39	chr01	chr01
10971570	10980738	11263346	11272589	9169	9244	96.58	chr01	chr01
10980853	10985442	11272589	11277180	4590	4592	98.65	chr01	chr01
10985705	10995208	11277177	11286698	9504	9522	99.41	chr01	chr01
10995483	11007168	11286778	11298413	11686	11636	97.94	chr01	chr01
11007320	11011408	11298993	11303091	4089	4099	98.46	chr01	chr01
11011404	11012887	11303195	11304676	1484	1482	99.06	chr01	chr01
11013544	11013731	5941305	5941122	188	184	90.96	chr01	chr01
11014095	11064277	11304673	11354795	50183	50123	98.61	chr01	chr01
11064279	11118928	11352276	11406854	54650	54579	99.75	chr01	chr01
11118904	11175258	11406722	11463077	56355	56356	99.94	chr01	chr01
11175259	11224691	11462984	11512389	49433	49406	99.92	chr01	chr01
11224679	11291621	11512329	11579275	66943	66947	99.96	chr01	chr01
11291566	11380424	11579183	11668041	88859	88859	99.96	chr01	chr01
11380369	11417587	11668182	11705420	37219	37239	99.88	chr01	chr01
11417525	11464980	11705400	11752812	47456	47413	99.16	chr01	chr01
11465138	11469093	11752836	11756879	3956	4044	96.14	chr01	chr01
11465006	11465255	1428950	1428686	250	265	91.70	chr01	chr01
11468947	11475497	11756863	11763420	6551	6558	96.77	chr01	chr01
11475497	11481525	11764003	11769969	6029	5967	94.16	chr01	chr01
11482027	11502517	11774930	11795417	20491	20488	97.43	chr01	chr01
11502720	11502837	11795480	11795597	118	118	99.15	chr01	chr01
11502861	11503488	11796180	11796809	628	630	95.77	chr01	chr01
11514790	11536016	11796805	11818078	21227	21274	98.14	chr01	chr01
11536014	11544569	11818520	11826938	8556	8419	96.27	chr01	chr01
11544184	11544969	11826937	11827720	786	784	95.06	chr01	chr01
11545070	11546753	11842531	11844209	1684	1679	94.07	chr01	chr01
11546744	11553217	11852440	11858932	6474	6493	96.50	chr01	chr01
11553215	11555200	11858966	11860893	1986	1928	95.53	chr01	chr01
11555196	11556597	11861189	11862589	1402	1401	96.73	chr01	chr01
11556021	11613831	11862588	11920568	57811	57981	98.44	chr01	chr01
11613832	11616691	42107598	42110439	2860	2842	98.57	chr01	chr01
11619190	11620236	43847108	43846061	1047	1048	99.52	chr01	chr01
11620236	11622901	11920559	11923195	2666	2637	96.29	chr01	chr01
11622903	11650233	11923308	11950627	27331	27320	97.78	chr01	chr01
11650325	11654678	11950627	11955017	4354	4391	96.38	chr01	chr01
11654920	11658089	11955014	11958206	3170	3193	97.76	chr01	chr01
11658375	11665322	11958184	11965137	6948	6954	99.45	chr01	chr01
11665327	11675192	11966117	11975982	9866	9866	98.06	chr01	chr01
11675189	11717402	11976216	12018449	42214	42234	98.31	chr01	chr01
11717412	11742519	12018620	12043746	25108	25127	97.86	chr01	chr01
11742515	11749625	12047640	12054751	7111	7112	97.76	chr01	chr01
11749623	11763725	12054797	12068861	14103	14065	97.62	chr01	chr01
11763828	11771869	12068861	12076860	8042	8000	97.23	chr01	chr01
11777568	11794265	12076855	12093570	16698	16716	97.52	chr01	chr01
11794264	11806157	12093712	12105616	11894	11905	97.22	chr01	chr01
11806152	11818191	12105857	12117880	12040	12024	97.33	chr01	chr01
11818192	11818610	21148856	21149273	419	418	95.94	chr01	chr01
11820996	11855087	12117876	12151962	34092	34087	97.31	chr01	chr01
11855086	11855573	1911842	1911355	488	488	98.57	chr01	chr01
11855578	11855818	12151954	12152194	241	241	99.59	chr01	chr01
11855810	11867198	12156042	12167460	11389	11419	98.23	chr01	chr01
11867198	11868077	12167605	12168485	880	881	98.52	chr01	chr01
11868071	11870191	12175914	12178007	2121	2094	96.33	chr01	chr01
11870191	11886303	12177855	12194086	16113	16232	98.19	chr01	chr01
11886298	11907266	12194331	12215419	20969	21089	96.83	chr01	chr01
11907261	11909557	12216443	12218739	2297	2297	98.52	chr01	chr01
11909555	11912720	31371451	31374613	3166	3163	92.02	chr01	chr01
11912720	11915749	12218730	12221758	3030	3029	98.51	chr01	chr01
11915748	11922332	12221912	12228517	6585	6606	98.47	chr01	chr01
11922323	11930528	12229957	12238160	8206	8204	98.84	chr01	chr01
11930562	11961686	12238159	12269262	31125	31104	98.39	chr01	chr01
11961446	11962151	12269726	12269022	706	705	95.06	chr01	chr01
11961913	11967878	12269488	12275444	5966	5957	98.16	chr01	chr01
11967875	11973612	12275812	12281550	5738	5739	97.85	chr01	chr01
11973609	11975191	12313375	12314957	1583	1583	98.42	chr01	chr01
11976805	11978395	12314959	12316499	1591	1541	94.11	chr01	chr01
11978400	11978701	35817361	35817057	302	305	89.25	chr01	chr01
11978788	11981676	40979611	40982525	2889	2915	93.23	chr01	chr01
11981678	11988191	12316510	12323091	6514	6582	95.23	chr01	chr01
11991509	11992007	12323089	12323587	499	499	96.59	chr01	chr01
11994626	12000719	23884493	23890584	6094	6092	96.16	chr01	chr01
12016098	12058948	12335088	12378021	42851	42934	97.44	chr01	chr01
12058948	12059121	12378129	12378298	174	170	94.83	chr01	chr01
12059113	12059862	12379494	12380203	750	710	91.87	chr01	chr01
12060133	12080966	12391205	12411853	20834	20649	96.02	chr01	chr01
12080994	12086157	12412541	12417651	5164	5111	96.86	chr01	chr01
12089183	12090069	3389269	3390166	887	898	86.57	chr01	chr01
12089931	12092613	28220711	28218028	2683	2684	96.72	chr01	chr01
12095425	12099412	28218031	28213987	3988	4045	95.68	chr01	chr01
12095425	12099405	43201819	43197840	3981	3980	97.84	chr01	chr01
12099408	12101021	28212726	28211115	1614	1612	94.63	chr01	chr01
12101022	12103586	12304234	12301689	2565	2546	93.66	chr01	chr01
12102930	12104053	28087513	28088635	1124	1123	93.69	chr01	chr01
12105560	12106289	22107091	22106363	730	729	96.45	chr01	chr01
12105562	12109130	20220861	20224437	3569	3577	93.45	chr01	chr01
12107840	12110240	12717696	12720090	2401	2395	92.11	chr01	chr01
12111276	12116640	13307166	13301798	5365	5369	94.80	chr01	chr01
12117226	12117935	34993782	34994451	710	670	90.73	chr01	chr01
12117226	12117930	28211119	28210447	705	673	92.62	chr01	chr01
12128544	12130156	12417963	12419577	1613	1615	99.38	chr01	chr01
12130428	12132028	12419575	12421176	1601	1602	99.19	chr01	chr01
12132022	12136391	12450948	12455297	4370	4350	98.03	chr01	chr01
12139353	12140580	12469949	12471187	1228	1239	97.90	chr01	chr01
12140577	12142043	12757030	12755564	1467	1467	97.14	chr01	chr01
12142048	12148377	22689060	22682738	6330	6323	93.69	chr01	chr01
12149538	12151355	30048079	30046269	1818	1811	96.53	chr01	chr01
12149542	12160346	35611360	35622141	10805	10782	95.29	chr01	chr01
12165732	12173066	2983817	2991177	7335	7361	95.56	chr01	chr01
12177164	12177771	12468095	12468702	608	608	98.68	chr01	chr01
12180300	12181344	15651963	15653027	1045	1065	92.71	chr01	chr01
12182426	12195919	12471183	12484640	13494	13458	98.14	chr01	chr01
12206816	12213498	12484637	12491288	6683	6652	98.49	chr01	chr01
12213564	12228111	12491287	12505849	14548	14563	97.50	chr01	chr01
12228113	12231998	22029370	22025492	3886	3879	87.95	chr01	chr01
12250542	12251558	3375257	3376273	1017	1017	95.69	chr01	chr01
12250543	12253420	5531414	5528560	2878	2855	90.81	chr01	chr01
12254044	12257984	3379815	3383752	3941	3938	95.04	chr01	chr01
12258030	12258701	21946039	21946715	672	677	94.56	chr01	chr01
12258683	12259565	21947583	21948463	883	881	96.61	chr01	chr01
12260632	12260854	2619477	2619255	223	223	98.21	chr01	chr01
12260632	12260861	1335797	1336008	230	212	89.57	chr01	chr01
12267537	12268105	14573578	14574134	569	557	84.90	chr01	chr01
12269634	12270034	15384334	15383973	401	362	85.04	chr01	chr01
12280739	12283807	12505157	12508231	3069	3075	96.17	chr01	chr01
12283961	12308039	12508466	12532608	24079	24143	98.89	chr01	chr01
12308232	12308658	12532608	12533024	427	417	97.19	chr01	chr01
12308648	12342956	12541076	12575424	34309	34349	98.10	chr01	chr01
12342954	12343910	12575635	12576608	957	974	98.25	chr01	chr01
12343901	12359773	12577471	12593363	15873	15893	98.70	chr01	chr01
12360644	12363000	12593371	12595801	2357	2431	94.14	chr01	chr01
12362999	12365946	12595947	12598896	2948	2950	98.17	chr01	chr01
12365947	12367705	34473576	34475333	1759	1758	94.84	chr01	chr01
12367753	12368309	2995751	2996300	557	550	91.22	chr01	chr01
12369373	12372411	12598891	12601934	3039	3044	97.87	chr01	chr01
12372413	12373591	12602202	12603378	1179	1177	98.47	chr01	chr01
12373589	12379292	12603430	12609158	5704	5729	98.21	chr01	chr01
12379285	12394331	12609650	12624723	15047	15074	99.13	chr01	chr01
12394314	12406217	12624778	12636712	11904	11935	98.17	chr01	chr01
12407856	12413890	12636704	12642708	6035	6005	96.18	chr01	chr01
12414045	12421087	12643019	12650074	7043	7056	98.27	chr01	chr01
12421727	12422275	23161803	23161260	549	544	86.64	chr01	chr01
12422505	12423246	12650064	12650798	742	735	98.12	chr01	chr01
12423243	12426590	12651132	12654458	3348	3327	97.71	chr01	chr01
12426590	12429654	31936808	31933747	3065	3062	95.55	chr01	chr01
12428900	12429655	25448495	25447738	756	758	83.91	chr01	chr01
12429655	12433308	12654453	12658104	3654	3652	96.11	chr01	chr01
12434481	12458972	12659639	12684056	24492	24418	98.76	chr01	chr01
12459800	12461333	37251160	37249629	1534	1532	95.70	chr01	chr01
12467843	12470708	17993557	17996418	2866	2862	96.34	chr01	chr01
12471937	12503777	12684052	12715921	31841	31870	98.15	chr01	chr01
12507296	12507736	13308115	13307674	441	442	91.86	chr01	chr01
12513400	12513596	20474655	20474848	197	194	95.94	chr01	chr01
12513595	12513708	12715915	12716028	114	114	98.25	chr01	chr01
12513704	12520487	12722025	12728819	6784	6795	97.96	chr01	chr01
12520480	12521328	12731985	12732832	849	848	97.88	chr01	chr01
12527243	12527474	12757027	12757253	232	227	94.87	chr01	chr01
12527542	12527718	12757423	12757599	177	177	100.00	chr01	chr01
12527725	12528232	12770890	12771396	508	507	96.65	chr01	chr01
12532946	12534263	12773997	12775339	1318	1343	95.04	chr01	chr01
12535559	12536591	2360625	2359600	1033	1026	87.11	chr01	chr01
12536587	12537616	2354526	2353484	1030	1043	92.86	chr01	chr01
12537783	12538412	12775182	12775811	630	630	99.52	chr01	chr01
12538404	12573518	12777260	12812248	35115	34989	98.39	chr01	chr01
12573513	12580128	12828361	12834989	6616	6629	98.67	chr01	chr01
12580129	12581861	12835248	12837046	1733	1799	88.08	chr01	chr01
12582244	12582749	12837043	12837556	506	514	89.42	chr01	chr01
12583240	12583605	12839727	12840081	366	355	87.60	chr01	chr01
12583602	12584196	12840391	12840991	595	601	94.55	chr01	chr01
12584392	12585021	12840994	12841619	630	626	96.51	chr01	chr01
12585443	12585557	22492685	22492799	115	115	94.78	chr01	chr01
12588109	12589816	2075963	2074254	1708	1710	97.72	chr01	chr01
12590630	12590998	12841647	12842039	369	393	87.44	chr01	chr01
12591094	12591355	12842316	12842579	262	264	95.85	chr01	chr01
12591349	12592975	12843287	12844924	1627	1638	91.31	chr01	chr01
12593271	12593767	12844957	12845457	497	501	95.09	chr01	chr01
12593796	12593869	21148028	21147955	74	74	100.00	chr01	chr01
12594326	12595012	21475698	21476381	687	684	89.00	chr01	chr01
12595877	12596601	12845494	12846235	725	742	90.21	chr01	chr01
12596599	12597431	12846686	12847513	833	828	86.60	chr01	chr01
12597551	12598528	12847719	12848697	978	979	91.39	chr01	chr01
12598770	12599317	12848693	12849243	548	551	94.46	chr01	chr01
12599328	12599814	12849441	12849916	487	476	92.21	chr01	chr01
12599812	12599949	12850439	12850576	138	138	91.49	chr01	chr01
12600104	12601114	12850581	12851599	1011	1019	91.08	chr01	chr01
12601321	12601943	12852053	12852668	623	616	95.85	chr01	chr01
12601947	12602509	12852840	12853403	563	564	97.87	chr01	chr01
12602912	12603495	12853768	12854350	584	583	93.00	chr01	chr01
12608262	12614239	12854399	12860268	5978	5870	91.26	chr01	chr01
12614433	12614848	12860264	12860685	416	422	91.22	chr01	chr01
12615080	12615801	12860684	12861428	722	745	91.94	chr01	chr01
12616079	12616536	12861549	12861985	458	437	88.96	chr01	chr01
12616529	12618376	12862556	12864400	1848	1845	95.79	chr01	chr01
12618589	12620001	39976399	39977836	1413	1438	95.22	chr01	chr01
12619997	12620294	12864405	12864703	298	299	95.67	chr01	chr01
12620472	12622557	12864722	12866826	2086	2105	93.66	chr01	chr01
12622784	12623933	12866996	12868158	1150	1163	91.03	chr01	chr01
12624327	12624788	12868506	12868963	462	458	93.98	chr01	chr01
12624932	12627029	12868960	12870994	2098	2035	95.38	chr01	chr01
12627235	12637689	12870995	12881455	10455	10461	97.05	chr01	chr01
12640021	12642304	12880304	12882585	2284	2282	98.99	chr01	chr01
12642299	12648507	12895490	12901740	6209	6251	96.52	chr01	chr01
12647031	12648906	12923282	12925152	1876	1871	93.71	chr01	chr01
12649121	12650329	12926342	12927512	1209	1171	90.52	chr01	chr01
12651201	12651288	12928374	12928461	88	88	97.73	chr01	chr01
12651708	12686417	12928596	12963323	34710	34728	98.47	chr01	chr01
12686408	12688426	12964100	12966120	2019	2021	96.96	chr01	chr01
12688418	12690757	12966608	12968977	2340	2370	97.09	chr01	chr01
12690757	12690877	1592107	1592227	121	121	100.00	chr01	chr01
12690859	12702526	12968977	12980533	11668	11557	96.98	chr01	chr01
12702779	12702916	12980488	12980638	138	151	89.40	chr01	chr01
12702912	12716607	12980784	12994457	13696	13674	98.32	chr01	chr01
12716605	12720596	12994803	12998795	3992	3993	98.00	chr01	chr01
12720591	12722042	13001840	13003252	1452	1413	93.72	chr01	chr01
12722038	12728578	13009559	13016105	6541	6547	99.27	chr01	chr01
12728575	12735659	13016148	13023315	7085	7168	97.12	chr01	chr01
12737478	12738092	43019765	43019156	615	610	92.32	chr01	chr01
12738892	12739216	13240290	13239963	325	328	92.99	chr01	chr01
12738970	12739236	11064566	11064297	267	270	90.44	chr01	chr01
12739486	12763093	13023347	13046976	23608	23630	98.45	chr01	chr01
12763096	12772694	13047070	13056642	9599	9573	97.23	chr01	chr01
12772704	12778620	13056741	13062639	5917	5899	97.86	chr01	chr01
12782462	12785783	13062643	13065972	3322	3330	98.53	chr01	chr01
12785780	12791264	13066007	13071486	5485	5480	98.80	chr01	chr01
12791264	12795564	13074591	13078893	4301	4303	98.21	chr01	chr01
12806577	12816826	13078922	13089112	10250	10191	98.02	chr01	chr01
12816826	12817229	2078309	2077906	404	404	95.12	chr01	chr01
12817908	12819029	15651687	15650566	1122	1122	95.37	chr01	chr01
12819816	12825130	13089107	13094413	5315	5307	98.14	chr01	chr01
12828349	12833684	13094410	13099727	5336	5318	97.60	chr01	chr01
12833680	12859258	13102932	13128576	25579	25645	98.52	chr01	chr01
12861004	12880449	13128611	13147977	19446	19367	97.89	chr01	chr01
12880444	12900765	13153336	13173645	20322	20310	99.25	chr01	chr01
12900919	12903090	13173644	13175845	2172	2202	96.82	chr01	chr01
12903010	12907662	13181287	13185997	4653	4711	96.45	chr01	chr01
12910077	12929476	13185999	13205369	19400	19371	97.22	chr01	chr01
12929477	12941466	24399111	24411115	11990	12005	94.97	chr01	chr01
12941466	12941891	13205365	13205789	426	425	95.07	chr01	chr01
12941833	12946825	13205673	13210656	4993	4984	98.38	chr01	chr01
12947612	12951576	2471664	2467721	3965	3944	95.42	chr01	chr01
12952845	12956704	2556686	2560546	3860	3861	94.29	chr01	chr01
12958880	12962410	13210651	13214182	3531	3532	99.04	chr01	chr01
12962408	12967611	13214239	13219430	5204	5192	97.70	chr01	chr01
12967607	12972672	13284597	13289627	5066	5031	97.24	chr01	chr01
12972668	12978419	13296074	13301798	5752	5725	97.53	chr01	chr01
12978415	12979307	13311644	13312538	893	895	97.65	chr01	chr01
12979303	12980170	13315431	13316301	868	871	97.36	chr01	chr01
12980180	12980661	13316789	13317271	482	483	95.65	chr01	chr01
12980663	12994184	13317376	13330883	13522	13508	97.64	chr01	chr01
13000007	13002342	13330879	13333209	2336	2331	97.65	chr01	chr01
13002339	13003921	13333376	13334953	1583	1578	98.11	chr01	chr01
13003922	13010512	13335430	13342053	6591	6624	97.69	chr01	chr01
13010347	13016559	13342053	13348256	6213	6204	98.17	chr01	chr01
13014651	13016571	13393918	13392008	1921	1911	97.45	chr01	chr01
13017178	13023810	13348225	13354809	6633	6585	98.43	chr01	chr01
13023810	13026949	14616991	14613847	3140	3145	94.73	chr01	chr01
13026950	13029957	13354805	13357812	3008	3008	97.61	chr01	chr01
13033633	13066836	13416164	13449453	33204	33290	98.23	chr01	chr01
13066835	13068793	13449621	13451579	1959	1959	98.16	chr01	chr01
13080848	13117400	13451575	13488060	36553	36486	99.12	chr01	chr01
13117392	13143048	13488462	13514112	25657	25651	98.39	chr01	chr01
13143151	13178639	13514011	13549542	35489	35532	98.34	chr01	chr01
13178676	13183904	13549470	13554724	5229	5255	97.72	chr01	chr01
13183768	13210299	13554504	13581036	26532	26533	98.26	chr01	chr01
13210297	13211019	13581297	13582020	723	724	99.17	chr01	chr01
13211066	13215805	13582017	13586757	4740	4741	99.64	chr01	chr01
